new_time,avg
2021-06-25 19:55:00+03,33010.53165
2021-06-25 19:55:30+03,32988.71235
2021-06-25 19:56:00+03,32925.32085
2021-06-25 19:56:30+03,32943.6825
2021-06-25 19:57:00+03,32910.79085
2021-06-25 19:57:30+03,32964.63855
2021-06-25 19:58:00+03,32930.4775
2021-06-25 19:58:30+03,32910.5056
2021-06-25 19:59:00+03,32904.31085
2021-06-25 19:59:30+03,32972.6078
2021-06-25 20:00:00+03,32927.625
2021-06-25 20:00:30+03,32938.2782
2021-06-25 20:01:00+03,33023.82585
2021-06-25 20:01:30+03,33038.5123
2021-06-25 20:02:00+03,33036.08
2021-06-25 20:02:30+03,33035.53085
2021-06-25 20:03:00+03,33146.64005
2021-06-25 20:03:30+03,33145.17165
2021-06-25 20:04:00+03,33226.6926
2021-06-25 20:04:30+03,33227.85415
2021-06-25 20:05:00+03,33259.96505
2021-06-25 20:05:30+03,33223.28
2021-06-25 20:06:00+03,33210.02365
2021-06-25 20:06:30+03,33177.785
2021-06-25 20:07:00+03,33190.3964
2021-06-25 20:07:30+03,33174.61335
2021-06-25 20:08:00+03,33208.4166
2021-06-25 20:08:30+03,33191.79
2021-06-25 20:09:00+03,33252.45555
2021-06-25 20:09:30+03,33286.19165
2021-06-25 20:10:00+03,33333.51845
2021-06-25 20:10:30+03,33315.19085
2021-06-25 20:11:00+03,33328.6188
2021-06-25 20:11:30+03,33300.38335
2021-06-25 20:12:00+03,33342.69215
2021-06-25 20:12:30+03,33330.6025
2021-06-25 20:13:00+03,33348.66545
2021-06-25 20:13:30+03,33313.21165
2021-06-25 20:14:00+03,33368.977
2021-06-25 20:14:30+03,33389.4075
2021-06-25 20:15:00+03,33423.8739
2021-06-25 20:15:30+03,33391.66085
2021-06-25 20:16:00+03,33365.5975
2021-06-25 20:16:30+03,33385.27965
2021-06-25 20:17:00+03,33362.15835
2021-06-25 20:17:30+03,33361.82875
2021-06-25 20:18:00+03,33320.60915
2021-06-25 20:18:30+03,33304.4832
2021-06-25 20:19:00+03,33262.47415
2021-06-25 20:19:30+03,33279.52395
2021-06-25 20:20:00+03,33264.87085
2021-06-25 20:20:30+03,33338.07435
2021-06-25 20:21:00+03,33277.6925
2021-06-25 20:21:30+03,33309.59695
2021-06-25 20:22:00+03,33272.82915
2021-06-25 20:22:30+03,33289.82085
2021-06-25 20:23:00+03,33251.60165
2021-06-25 20:23:30+03,33273.2116
2021-06-25 20:24:00+03,33250.1975
2021-06-25 20:24:30+03,33257.96295
2021-06-25 20:25:00+03,33223.8425
2021-06-25 20:25:30+03,33214.78965
2021-06-25 20:26:00+03,33158.6875
2021-06-25 20:26:30+03,33165.4131
2021-06-25 20:27:00+03,33135.26
2021-06-25 20:27:30+03,33180.8342
2021-06-25 20:28:00+03,33172.95585
2021-06-25 20:28:30+03,33180.22025
2021-06-25 20:29:00+03,33189.66415
2021-06-25 20:29:30+03,33242.34
2021-06-25 20:30:00+03,33262.8623
2021-06-25 20:30:30+03,33211.5275
2021-06-25 20:31:00+03,33194.4997
2021-06-25 20:31:30+03,33129.96835
2021-06-25 20:32:00+03,33135.2189
2021-06-25 20:32:30+03,33097.6175
2021-06-25 20:33:00+03,33106.95885
2021-06-25 20:33:30+03,33076.66415
2021-06-25 20:34:00+03,33155.60675
2021-06-25 20:34:30+03,33147.27915
2021-06-25 20:35:00+03,33207.2517
2021-06-25 20:35:30+03,33158.6175
2021-06-25 20:36:00+03,33134.78975
2021-06-25 20:36:30+03,33106.9
2021-06-25 20:37:00+03,33115.20275
2021-06-25 20:37:30+03,33049.35165
2021-06-25 20:38:00+03,33068.4288
2021-06-25 20:38:30+03,33016.36
2021-06-25 20:39:00+03,32999.5861
2021-06-25 20:39:30+03,32940.73885
2021-06-25 20:40:00+03,32923.27415
2021-06-25 20:40:30+03,32863.8694
2021-06-25 20:41:00+03,32843.36585
2021-06-25 20:41:30+03,32850.3752
2021-06-25 20:42:00+03,32829.66085
2021-06-25 20:42:30+03,32856.66915
2021-06-25 20:43:00+03,32808.23585
2021-06-25 20:43:30+03,32756.1971
2021-06-25 20:44:00+03,32697.88915
2021-06-25 20:44:30+03,32740.35155
2021-06-25 20:45:00+03,32696.60335
2021-06-25 20:45:30+03,32594.3
2021-06-25 20:46:00+03,32630.92565
2021-06-25 20:46:30+03,32693.97085
2021-06-25 20:47:00+03,32682.43835
2021-06-25 20:47:30+03,32759.6324
2021-06-25 20:48:00+03,32781.35915
2021-06-25 20:48:30+03,32833.35105
2021-06-25 20:49:00+03,32802.68165
2021-06-25 20:49:30+03,32860.0575
2021-06-25 20:50:00+03,32865.55915
2021-06-25 20:50:30+03,32904.84185
2021-06-25 20:51:00+03,32867.70915
2021-06-25 20:51:30+03,32879.653
2021-06-25 20:52:00+03,32815.49665
2021-06-25 20:52:30+03,32817.811
2021-06-25 20:53:00+03,32769.45085
2021-06-25 20:53:30+03,32809.05615
2021-06-25 20:54:00+03,32774.47585
2021-06-25 20:54:30+03,32836.0858
2021-06-25 20:55:00+03,32809.41415
2021-06-25 20:55:30+03,32796.05945
2021-06-25 20:56:00+03,32774.45415
2021-06-25 20:56:30+03,32833.9938
2021-06-25 20:57:00+03,32824.65335
2021-06-25 20:57:30+03,32852.42395
2021-06-25 20:58:00+03,32811.49
2021-06-25 20:58:30+03,32838.8596
2021-06-25 20:59:00+03,32829.38
2021-06-25 20:59:30+03,32801.2125
2021-06-25 21:00:00+03,32821.52475
2021-06-25 21:00:30+03,32812.35165
2021-06-25 21:01:00+03,32877.9895
2021-06-25 21:01:30+03,32795.855
2021-06-25 21:02:00+03,32824.2909
2021-06-25 21:02:30+03,32770.52335
2021-06-25 21:03:00+03,32712.9037
2021-06-25 21:03:30+03,32647.64415
2021-06-25 21:04:00+03,32626.94145
2021-06-25 21:04:30+03,32548.59915
2021-06-25 21:05:00+03,32575.4491
2021-06-25 21:05:30+03,32544.1125
2021-06-25 21:06:00+03,32676.9937
2021-06-25 21:06:30+03,32622.655
2021-06-25 21:07:00+03,32668.4016
2021-06-25 21:07:30+03,32595.37085
2021-06-25 21:08:00+03,32556.93665
2021-06-25 21:08:30+03,32499.0375
2021-06-25 21:09:00+03,32538.91305
2021-06-25 21:09:30+03,32463.30165
2021-06-25 21:10:00+03,32454.45295
2021-06-25 21:10:30+03,32409.24585
2021-06-25 21:11:00+03,32456.8202
2021-06-25 21:11:30+03,32448.88415
2021-06-25 21:12:00+03,32469.58085
2021-06-25 21:12:30+03,32498.1516
2021-06-25 21:13:00+03,32503.3866
2021-06-25 21:13:30+03,32495.08665
2021-06-25 21:14:00+03,32548.00085
2021-06-25 21:14:30+03,32550.67385
2021-06-25 21:15:00+03,32543.42165
2021-06-25 21:15:30+03,32579.412
2021-06-25 21:16:00+03,32611.72
2021-06-25 21:16:30+03,32625.66085
2021-06-25 21:17:00+03,32556.74165
2021-06-25 21:17:30+03,32557.65355
2021-06-25 21:18:00+03,32518.22585
2021-06-25 21:18:30+03,32584.5405
2021-06-25 21:19:00+03,32586.77835
2021-06-25 21:19:30+03,32649.17645
2021-06-25 21:20:00+03,32655.42
2021-06-25 21:20:30+03,32664.05
2021-06-25 21:21:00+03,32653.61505
2021-06-25 21:21:30+03,32684.99835
2021-06-25 21:22:00+03,32736.3939
2021-06-25 21:22:30+03,32725.29165
2021-06-25 21:23:00+03,32743.71885
2021-06-25 21:23:30+03,32719.79335
2021-06-25 21:24:00+03,32703.959
2021-06-25 21:24:30+03,32685.055
2021-06-25 21:25:00+03,32704.43905
2021-06-25 21:25:30+03,32677.35335
2021-06-25 21:26:00+03,32711.22255
2021-06-25 21:26:30+03,32675.7875
2021-06-25 21:27:00+03,32696.3935
2021-06-25 21:27:30+03,32690.15165
2021-06-25 21:28:00+03,32747.49805
2021-06-25 21:28:30+03,32727.37585
2021-06-25 21:29:00+03,32698.1862
2021-06-25 21:29:30+03,32695.94585
2021-06-25 21:30:00+03,32719.16965
2021-06-25 21:30:30+03,32709.89165
2021-06-25 21:31:00+03,32815.9902
2021-06-25 21:31:30+03,32778.85165
2021-06-25 21:32:00+03,32783.9892
2021-06-25 21:32:30+03,32777.44
2021-06-25 21:33:00+03,32793.10565
2021-06-25 21:33:30+03,32801.1075
2021-06-25 21:34:00+03,32813.17215
2021-06-25 21:34:30+03,32771.94915
2021-06-25 21:35:00+03,32711.7119
2021-06-25 21:35:30+03,32672.82
2021-06-25 21:36:00+03,32744.0345
2021-06-25 21:36:30+03,32809.22335
2021-06-25 21:37:00+03,32898.21695
2021-06-25 21:37:30+03,32903.9025
2021-06-25 21:38:00+03,32875.28445
2021-06-25 21:38:30+03,32854.67915
2021-06-25 21:39:00+03,32848.64915
2021-06-25 21:39:30+03,32877.34695
2021-06-25 21:40:00+03,32855.79835
2021-06-25 21:40:30+03,32853.70835
2021-06-25 21:41:00+03,32837.56235
2021-06-25 21:41:30+03,32802.56585
2021-06-25 21:42:00+03,32813.76675
2021-06-25 21:42:30+03,32802.08
2021-06-25 21:43:00+03,32836.81835
2021-06-25 21:43:30+03,32883.4322
2021-06-25 21:44:00+03,32888.39085
2021-06-25 21:44:30+03,32934.3111
2021-06-25 21:45:00+03,32921.22
2021-06-25 21:45:30+03,32894.65585
2021-06-25 21:46:00+03,32886.90785
2021-06-25 21:46:30+03,32910.06835
2021-06-25 21:47:00+03,32930.10485
2021-06-25 21:47:30+03,32907.04665
2021-06-25 21:48:00+03,32884.0999
2021-06-25 21:48:30+03,32858.2425
2021-06-25 21:49:00+03,32867.94825
2021-06-25 21:49:30+03,32846.0975
2021-06-25 21:50:00+03,32869.96
2021-06-25 21:50:30+03,32846.03335
2021-06-25 21:51:00+03,32805.75235
2021-06-25 21:51:30+03,32762.82665
2021-06-25 21:52:00+03,32803.03715
2021-06-25 21:52:30+03,32806.68335
2021-06-25 21:53:00+03,32745.355
2021-06-25 21:53:30+03,32762.277
2021-06-25 21:54:00+03,32734.10835
2021-06-25 21:54:30+03,32700.07335
2021-06-25 21:55:00+03,32709.5269
2021-06-25 21:55:30+03,32693.3825
2021-06-25 21:56:00+03,32675.08165
2021-06-25 21:56:30+03,32651.70225
2021-06-25 21:57:00+03,32586.78415
2021-06-25 21:57:30+03,32572.66165
2021-06-25 21:58:00+03,32539.87665
2021-06-25 21:58:30+03,32555.84785
2021-06-25 21:59:00+03,32555.0475
2021-06-25 21:59:30+03,32594.6093
2021-06-25 22:00:00+03,32567.61915
2021-06-25 22:00:30+03,32565.59835
2021-06-25 22:01:00+03,32559.16
2021-06-25 22:01:30+03,32575.1275
2021-06-25 22:02:00+03,32545.05
2021-06-25 22:02:30+03,32623.27255
2021-06-25 22:03:00+03,32632.72415
2021-06-25 22:03:30+03,32701.18275
2021-06-25 22:04:00+03,32719.29165
2021-06-25 22:04:30+03,32759.56565
2021-06-25 22:05:00+03,32772.78915
2021-06-25 22:05:30+03,32793.30045
2021-06-25 22:06:00+03,32730.77
2021-06-25 22:06:30+03,32768.56365
2021-06-25 22:07:00+03,32737.50415
2021-06-25 22:07:30+03,32747.6795
2021-06-25 22:08:00+03,32724.14415
2021-06-25 22:08:30+03,32753.93375
2021-06-25 22:09:00+03,32716.41835
2021-06-25 22:09:30+03,32756.50455
2021-06-25 22:10:00+03,32748.43
2021-06-25 22:10:30+03,32828.8541
2021-06-25 22:11:00+03,32831.32665
2021-06-25 22:11:30+03,32835.42815
2021-06-25 22:12:00+03,32813.88
2021-06-25 22:12:30+03,32826.955
2021-06-25 22:13:00+03,32833.95285
2021-06-25 22:13:30+03,32806.60165
2021-06-25 22:14:00+03,32763.65335
2021-06-25 22:14:30+03,32732.06665
2021-06-25 22:15:00+03,32717.24725
2021-06-25 22:15:30+03,32680.02665
2021-06-25 22:16:00+03,32677.969
2021-06-25 22:16:30+03,32618.25
2021-06-25 22:17:00+03,32602.02865
2021-06-25 22:17:30+03,32590.815
2021-06-25 22:18:00+03,32640.93705
2021-06-25 22:18:30+03,32624.6825
2021-06-25 22:19:00+03,32626.4195
2021-06-25 22:19:30+03,32602.71585
2021-06-25 22:20:00+03,32638.933
2021-06-25 22:20:30+03,32605.73665
2021-06-25 22:21:00+03,32623.81325
2021-06-25 22:21:30+03,32508.455
2021-06-25 22:22:00+03,32452.25985
2021-06-25 22:22:30+03,32332.195
2021-06-25 22:23:00+03,32271.4124
2021-06-25 22:23:30+03,32285.56165
2021-06-25 22:24:00+03,32243.58565
2021-06-25 22:24:30+03,32223.45335
2021-06-25 22:25:00+03,32234.22415
2021-06-25 22:25:30+03,32295.2896
2021-06-25 22:26:00+03,32269.7575
2021-06-25 22:26:30+03,32246.4625
2021-06-25 22:27:00+03,32192.835
2021-06-25 22:27:30+03,32116.60195
2021-06-25 22:28:00+03,32053.91165
2021-06-25 22:28:30+03,32031.1742
2021-06-25 22:29:00+03,31957.34835
2021-06-25 22:29:30+03,31974.19905
2021-06-25 22:30:00+03,31947.76085
2021-06-25 22:30:30+03,31988.08895
2021-06-25 22:31:00+03,31976.155
2021-06-25 22:31:30+03,31970.8089
2021-06-25 22:32:00+03,31976.40665
2021-06-25 22:32:30+03,32024.2159
2021-06-25 22:33:00+03,32029.8875
2021-06-25 22:33:30+03,32075.31015
2021-06-25 22:34:00+03,32048.3775
2021-06-25 22:34:30+03,32062.6699
2021-06-25 22:35:00+03,32065.38585
2021-06-25 22:35:30+03,32132.8578
2021-06-25 22:36:00+03,32141.49915
2021-06-25 22:36:30+03,32178.35
2021-06-25 22:37:00+03,32157.09035
2021-06-25 22:37:30+03,32048.33585
2021-06-25 22:38:00+03,32024.10645
2021-06-25 22:38:30+03,31953.11665
2021-06-25 22:39:00+03,31741.73955
2021-06-25 22:39:30+03,31705.36085
2021-06-25 22:40:00+03,31789.10435
2021-06-25 22:40:30+03,31827.6525
2021-06-25 22:41:00+03,31782.321
2021-06-25 22:41:30+03,31813.70415
2021-06-25 22:42:00+03,31858.36695
2021-06-25 22:42:30+03,31896.8025
2021-06-25 22:43:00+03,31882.16035
2021-06-25 22:43:30+03,31889.41165
2021-06-25 22:44:00+03,31983.62
2021-06-25 22:44:30+03,31982.06915
2021-06-25 22:45:00+03,32008.1372
2021-06-25 22:45:30+03,32016.08585
2021-06-25 22:46:00+03,32065.915
2021-06-25 22:46:30+03,32026.52565
2021-06-25 22:47:00+03,31972.495
2021-06-25 22:47:30+03,31981.02
2021-06-25 22:48:00+03,32043.5277
2021-06-25 22:48:30+03,32030.72085
2021-06-25 22:49:00+03,31998.07335
2021-06-25 22:49:30+03,31985.8025
2021-06-25 22:50:00+03,31930.7075
2021-06-25 22:50:30+03,31905.92135
2021-06-25 22:51:00+03,31919.725
2021-06-25 22:51:30+03,31976.2993
2021-06-25 22:52:00+03,31973.56165
2021-06-25 22:52:30+03,31980.55135
2021-06-25 22:53:00+03,31959.8225
2021-06-25 22:53:30+03,31940.46
2021-06-25 22:54:00+03,31876.39835
2021-06-25 22:54:30+03,31818.55665
2021-06-25 22:55:00+03,31873.9899
2021-06-25 22:55:30+03,31860.79335
2021-06-25 22:56:00+03,31967.4387
2021-06-25 22:56:30+03,31962.25415
2021-06-25 22:57:00+03,31959.5317
2021-06-25 22:57:30+03,31901.25835
2021-06-25 22:58:00+03,31937.4697
2021-06-25 22:58:30+03,31927.04335
2021-06-25 22:59:00+03,31986.43525
2021-06-25 22:59:30+03,31957.59915
2021-06-25 23:00:00+03,31943.7179
2021-06-25 23:00:30+03,31887.44165
2021-06-25 23:01:00+03,31954.50805
2021-06-25 23:01:30+03,31980.05835
2021-06-25 23:02:00+03,31990.2792
2021-06-25 23:02:30+03,32030.29665
2021-06-25 23:03:00+03,32067.26935
2021-06-25 23:03:30+03,32071.24585
2021-06-25 23:04:00+03,32103.7784
2021-06-25 23:04:30+03,32086.45165
2021-06-25 23:05:00+03,32100.59675
2021-06-25 23:05:30+03,32096.29665
2021-06-25 23:06:00+03,32122.23535
2021-06-25 23:06:30+03,32139.65165
2021-06-25 23:07:00+03,32091.67075
2021-06-25 23:07:30+03,32052.77335
2021-06-25 23:08:00+03,32061.54895
2021-06-25 23:08:30+03,32084.75835
2021-06-25 23:09:00+03,32065.109
2021-06-25 23:09:30+03,31982.76915
2021-06-25 23:10:00+03,32013.89935
2021-06-25 23:10:30+03,32035.2875
2021-06-25 23:11:00+03,32053.05445
2021-06-25 23:11:30+03,31982.20415
2021-06-25 23:12:00+03,31991.27335
2021-06-25 23:12:30+03,32066.40795
2021-06-25 23:13:00+03,32070.1475
2021-06-25 23:13:30+03,32085.3337
2021-06-25 23:14:00+03,32095.2475
2021-06-25 23:14:30+03,32114.13275
2021-06-25 23:15:00+03,32113.3175
2021-06-25 23:15:30+03,32063.52995
2021-06-25 23:16:00+03,32053.77665
2021-06-25 23:16:30+03,32149.5935
2021-06-25 23:17:00+03,32158.075
2021-06-25 23:17:30+03,32164.9873
2021-06-25 23:18:00+03,32144.6825
2021-06-25 23:18:30+03,32182.87005
2021-06-25 23:19:00+03,32175.06915
2021-06-25 23:19:30+03,32158.41565
2021-06-25 23:20:00+03,32101.905
2021-06-25 23:20:30+03,32110.38445
2021-06-25 23:21:00+03,32084.13
2021-06-25 23:21:30+03,32092.405
2021-06-25 23:22:00+03,32115.07775
2021-06-25 23:22:30+03,32096.14085
2021-06-25 23:23:00+03,32052.29775
2021-06-25 23:23:30+03,31994.64
2021-06-25 23:24:00+03,31961.55775
2021-06-25 23:24:30+03,31921.53835
2021-06-25 23:25:00+03,31887.5186
2021-06-25 23:25:30+03,31926.965
2021-06-25 23:26:00+03,32040.89465
2021-06-25 23:26:30+03,32001.9325
2021-06-25 23:27:00+03,31955.11755
2021-06-25 23:27:30+03,31942.29665
2021-06-25 23:28:00+03,31911.60475
2021-06-25 23:28:30+03,31911.83335
2021-06-25 23:29:00+03,31942.0781
2021-06-25 23:29:30+03,31942.495
2021-06-25 23:30:00+03,31963.2695
2021-06-25 23:30:30+03,31973.36165
2021-06-25 23:31:00+03,31923.9325
2021-06-25 23:31:30+03,31898.4426
2021-06-25 23:32:00+03,31866.2476
2021-06-25 23:32:30+03,31854.81585
2021-06-25 23:33:00+03,31886.7193
2021-06-25 23:33:30+03,31834.26665
2021-06-25 23:34:00+03,31850.50455
2021-06-25 23:34:30+03,31866.53665
2021-06-25 23:35:00+03,31952.37355
2021-06-25 23:35:30+03,31944.91195
2021-06-25 23:36:00+03,31883.98085
2021-06-25 23:36:30+03,31876.8067
2021-06-25 23:37:00+03,31892.60165
2021-06-25 23:37:30+03,31888.47995
2021-06-25 23:38:00+03,31833.16085
2021-06-25 23:38:30+03,31833.0054
2021-06-25 23:39:00+03,31789.01415
2021-06-25 23:39:30+03,31823.5344
2021-06-25 23:40:00+03,31803.72085
2021-06-25 23:40:30+03,31826.59045
2021-06-25 23:41:00+03,31822.84915
2021-06-25 23:41:30+03,31809.02195
2021-06-25 23:42:00+03,31762.95165
2021-06-25 23:42:30+03,31714.67465
2021-06-25 23:43:00+03,31710.98
2021-06-25 23:43:30+03,31710.5138
2021-06-25 23:44:00+03,31607.20085
2021-06-25 23:44:30+03,31578.85245
2021-06-25 23:45:00+03,31526.37915
2021-06-25 23:45:30+03,31599.2055
2021-06-25 23:46:00+03,31586.50835
2021-06-25 23:46:30+03,31662.92155
2021-06-25 23:47:00+03,31657.7375
2021-06-25 23:47:30+03,31659.03335
2021-06-25 23:48:00+03,31688.10665
2021-06-25 23:48:30+03,31688.52835
2021-06-25 23:49:00+03,31675.93665
2021-06-25 23:49:30+03,31732.4381
2021-06-25 23:50:00+03,31740.63
2021-06-25 23:50:30+03,31761.6825
2021-06-25 23:51:00+03,31773.9965
2021-06-25 23:51:30+03,31708.96915
2021-06-25 23:52:00+03,31700.35595
2021-06-25 23:52:30+03,31700.3275
2021-06-25 23:53:00+03,31835.10325
2021-06-25 23:53:30+03,31816.99915
2021-06-25 23:54:00+03,31814.69915
2021-06-25 23:54:30+03,31816.36585
2021-06-25 23:55:00+03,31821.1502
2021-06-25 23:55:30+03,31797.79415
2021-06-25 23:56:00+03,31828.6738
2021-06-25 23:56:30+03,31819.03915
2021-06-25 23:57:00+03,31822.2354
2021-06-25 23:57:30+03,31827.505
2021-06-25 23:58:00+03,31817.50265
2021-06-25 23:58:30+03,31759.60335
2021-06-25 23:59:00+03,31713.54955
2021-06-25 23:59:30+03,31692.37585